algo,fullProtocolTiming,sendAppTiming,processServerHelloTiming,writeClientHelloTiming,processServerHelloTiming
Remote IBE-KEM 384,31.699488,1.698193,29.182514
Remote IBE-KEM 384,17.205952,0.825365,15.968587
Remote IBE-KEM 384,15.675038,0.921170,14.332487
Remote IBE-KEM 384,13.454032,0.703097,12.373478
Remote IBE-KEM 384,13.853802,0.727947,12.761233
Remote IBE-KEM 384,17.981600,0.710937,16.824309
Remote IBE-KEM 384,22.657630,1.113966,21.143729
Remote IBE-KEM 384,13.383308,0.706144,12.266354
Remote IBE-KEM 384,20.362287,1.192942,18.804770
Remote IBE-KEM 384,19.421882,0.946917,18.111810
Remote IBE-KEM 384,18.075484,1.095518,16.599047
Remote IBE-KEM 384,14.282962,0.901423,13.002616
Remote IBE-KEM 384,16.825685,0.723391,15.740618
Remote IBE-KEM 384,15.238462,0.684863,14.154970
Remote IBE-KEM 384,14.202415,0.699294,12.994786
Remote IBE-KEM 384,13.259499,0.697101,12.214880
Remote IBE-KEM 384,15.028436,0.654232,13.976052
Remote IBE-KEM 384,13.349665,0.695213,12.279179
Remote IBE-KEM 384,20.474270,1.239786,18.607582
Remote IBE-KEM 384,13.012100,0.737780,11.856435
Remote IBE-KEM 384,15.751196,0.680604,14.640434
Remote IBE-KEM 384,13.346664,0.737402,12.240603
Remote IBE-KEM 384,13.215683,0.689570,12.141307
Remote IBE-KEM 384,13.214660,0.702909,12.102615
Remote IBE-KEM 384,16.965331,0.703833,15.818672
Remote IBE-KEM 384,14.502126,0.706481,13.165391
Remote IBE-KEM 384,13.561222,0.719004,12.489102
Remote IBE-KEM 384,14.584795,0.685468,13.359475
Remote IBE-KEM 384,14.024085,0.758924,12.886762
Remote IBE-KEM 384,13.288085,0.685733,12.179286
Remote IBE-KEM 384,14.130790,0.725138,13.018877
Remote IBE-KEM 384,19.916292,0.761372,18.616168
Remote IBE-KEM 384,16.781161,0.705982,15.556459
Remote IBE-KEM 384,14.004387,0.705517,12.949600
Remote IBE-KEM 384,14.461316,0.807606,13.270159
Remote IBE-KEM 384,13.840227,0.748429,12.741279
Remote IBE-KEM 384,13.527878,0.703081,12.272663
Remote IBE-KEM 384,16.677682,0.907245,15.395153
Remote IBE-KEM 384,13.452766,0.702858,12.368078
Remote IBE-KEM 384,13.771846,0.882920,12.510657
Remote IBE-KEM 384,13.272127,0.693446,12.199386
Remote IBE-KEM 384,13.290551,0.738973,12.156093
Remote IBE-KEM 384,13.892770,0.787652,12.717921
Remote IBE-KEM 384,13.383556,0.709403,12.337454
Remote IBE-KEM 384,14.746255,0.698566,13.617195
Remote IBE-KEM 384,13.643803,0.744841,12.539707
Remote IBE-KEM 384,13.188513,0.706863,12.098008
Remote IBE-KEM 384,13.507046,0.689347,12.389850
Remote IBE-KEM 384,12.731867,0.721186,11.613461
Remote IBE-KEM 384,13.585103,0.711743,12.471390
Remote IBE-KEM 384,13.477209,0.693213,12.373238
Remote IBE-KEM 384,18.018351,0.721229,16.844107
Remote IBE-KEM 384,16.295365,0.832344,15.108499
Remote IBE-KEM 384,14.790068,0.997329,13.407341
Remote IBE-KEM 384,13.682204,0.694406,12.598696
Remote IBE-KEM 384,17.937881,0.706566,16.503156
Remote IBE-KEM 384,23.700179,1.264256,21.787062
Remote IBE-KEM 384,14.995047,0.750332,13.775604
Remote IBE-KEM 384,13.158436,0.686825,12.130236
Remote IBE-KEM 384,13.486218,0.714497,12.369440
Remote IBE-KEM 384,13.078792,0.658332,12.044738
Remote IBE-KEM 384,13.384909,0.716248,12.285460
Remote IBE-KEM 384,13.078889,0.695912,12.022955
Remote IBE-KEM 384,13.390545,0.701200,12.329761
Remote IBE-KEM 384,15.321117,0.718802,14.238726
Remote IBE-KEM 384,17.872363,0.699138,16.748225
Remote IBE-KEM 384,16.454787,0.663389,15.421933
Remote IBE-KEM 384,13.702892,0.694899,12.618771
Remote IBE-KEM 384,13.425652,0.693809,12.356014
Remote IBE-KEM 384,15.028198,0.897556,13.689461
Remote IBE-KEM 384,15.315091,0.907916,13.999590
Remote IBE-KEM 384,14.060961,0.718460,12.894352
Remote IBE-KEM 384,13.096499,0.687686,12.036157
Remote IBE-KEM 384,16.054394,0.729844,14.911038
Remote IBE-KEM 384,14.598193,1.076739,13.060362
Remote IBE-KEM 384,22.651501,1.043871,21.200654
Remote IBE-KEM 384,13.517114,0.687585,12.489290
Remote IBE-KEM 384,13.565200,0.692212,12.492049
Remote IBE-KEM 384,16.012117,0.953260,14.632230
Remote IBE-KEM 384,13.381946,0.705351,12.320053
Remote IBE-KEM 384,13.369949,0.685778,12.323545
Remote IBE-KEM 384,13.777710,0.728484,12.685666
Remote IBE-KEM 384,17.496371,0.957649,15.996672
Remote IBE-KEM 384,13.252474,0.708842,12.188050
Remote IBE-KEM 384,17.133664,0.747192,15.856273
Remote IBE-KEM 384,16.944697,0.792328,15.763551
Remote IBE-KEM 384,13.305267,0.752824,12.185399
Remote IBE-KEM 384,16.077888,0.712959,14.844755
Remote IBE-KEM 384,17.554862,0.711354,16.414080
Remote IBE-KEM 384,14.053694,0.708197,12.824633
Remote IBE-KEM 384,13.417647,0.721362,12.323799
Remote IBE-KEM 384,13.620794,0.703478,12.551912
Remote IBE-KEM 384,13.810009,0.705857,12.697700
Remote IBE-KEM 384,13.819368,0.727457,12.725364
Remote IBE-KEM 384,16.441723,0.863484,15.104385
Remote IBE-KEM 384,13.246376,0.690546,12.189925
Remote IBE-KEM 384,17.296356,0.888286,15.681316
Remote IBE-KEM 384,13.204361,0.699005,12.118868
Remote IBE-KEM 384,16.073529,1.231862,14.303132
Remote IBE-KEM 384,13.505014,0.749451,12.361156
Remote IBE-KEM 384,13.439417,0.644340,12.386889
Remote IBE-KEM 384,13.915916,0.722997,12.828607
Remote IBE-KEM 384,16.086672,0.938634,14.784792
Remote IBE-KEM 384,13.424064,0.707342,12.305285
Remote IBE-KEM 384,15.241307,0.696257,13.987620
Remote IBE-KEM 384,13.364976,0.688469,12.283464
Remote IBE-KEM 384,13.234883,0.691483,12.195181
