algo,timingFullProtocol,timingSendAppData,timingProcessServerHello,timingWriteClientHello,timingWriteKEMCiphertext
P384_NTRU_HPS_2048_677,26.430751,25.560864,0.032370,1.414763,0.032370
P384_NTRU_HPS_2048_677,21.200297,20.288599,0.035446,1.544567,0.035446
P384_NTRU_HPS_2048_677,21.651463,20.763682,0.020306,1.728141,0.020306
P384_NTRU_HPS_2048_677,26.973801,24.497208,0.021785,1.467221,0.021785
P384_NTRU_HPS_2048_677,15.129898,14.256010,0.007432,0.454649,0.007432
P384_NTRU_HPS_2048_677,23.169946,22.347201,0.019067,1.564525,0.019067
P384_NTRU_HPS_2048_677,20.958862,20.079848,0.018242,1.428517,0.018242
P384_NTRU_HPS_2048_677,30.712595,29.164844,0.022071,1.505763,0.022071
P384_NTRU_HPS_2048_677,28.470068,26.573569,0.018052,1.444772,0.018052
P384_NTRU_HPS_2048_677,27.236360,24.845515,0.017065,1.481800,0.017065
P384_NTRU_HPS_2048_677,24.946064,23.964788,0.020863,1.469147,0.020863
P384_NTRU_HPS_2048_677,24.397260,22.321625,0.018167,1.399527,0.018167
P384_NTRU_HPS_2048_677,25.746085,24.785383,0.023976,1.360122,0.023976
P384_NTRU_HPS_2048_677,26.755563,25.963195,0.020517,1.459625,0.020517
P384_NTRU_HPS_2048_677,21.468074,20.399288,0.019380,1.478216,0.019380
P384_NTRU_HPS_2048_677,21.891039,21.019488,0.018073,1.369438,0.018073
P384_NTRU_HPS_2048_677,27.169278,26.360005,0.017407,1.435231,0.017407
P384_NTRU_HPS_2048_677,21.769035,20.545474,0.019326,1.414400,0.019326
P384_NTRU_HPS_2048_677,29.800465,28.346531,0.018350,1.348087,0.018350
P384_NTRU_HPS_2048_677,18.356759,17.521381,0.019097,1.515938,0.019097
P384_NTRU_HPS_2048_677,29.094150,27.481400,0.027328,1.593974,0.027328
P384_NTRU_HPS_2048_677,23.680316,22.821970,0.017795,1.598897,0.017795
P384_NTRU_HPS_2048_677,26.509742,24.515417,0.021288,1.483250,0.021288
P384_NTRU_HPS_2048_677,25.122387,24.387266,0.028132,1.427214,0.028132
P384_NTRU_HPS_2048_677,25.895337,24.070657,0.019595,1.860777,0.019595
P384_NTRU_HPS_2048_677,22.813746,22.067054,0.016456,1.515557,0.016456
P384_NTRU_HPS_2048_677,32.054017,30.704181,0.037840,1.625949,0.037840
P384_NTRU_HPS_2048_677,23.436011,21.656244,0.017878,1.520470,0.017878
P384_NTRU_HPS_2048_677,20.932444,19.991808,0.022173,1.519614,0.022173
P384_NTRU_HPS_2048_677,28.984756,26.805588,0.016574,1.461742,0.016574
P384_NTRU_HPS_2048_677,24.509557,23.447235,0.019036,1.488896,0.019036
P384_NTRU_HPS_2048_677,23.127673,22.040973,0.037370,1.573545,0.037370
P384_NTRU_HPS_2048_677,21.466325,20.590930,0.017555,1.490072,0.017555
P384_NTRU_HPS_2048_677,26.045419,25.160137,0.026416,1.596899,0.026416
P384_NTRU_HPS_2048_677,15.600971,14.654517,0.015582,0.515784,0.015582
P384_NTRU_HPS_2048_677,15.312001,14.363600,0.009049,0.468738,0.009049
P384_NTRU_HPS_2048_677,23.085814,22.048031,0.048857,1.575403,0.048857
P384_NTRU_HPS_2048_677,23.845267,21.720781,0.019471,1.513437,0.019471
P384_NTRU_HPS_2048_677,28.019790,26.577065,0.026726,1.376469,0.026726
P384_NTRU_HPS_2048_677,28.725441,27.767508,0.018388,1.354502,0.018388
P384_NTRU_HPS_2048_677,33.103835,30.840886,0.021066,1.397779,0.021066
P384_NTRU_HPS_2048_677,30.459594,28.873749,0.043556,1.965381,0.043556
P384_NTRU_HPS_2048_677,29.513851,27.416657,0.018791,1.603375,0.018791
P384_NTRU_HPS_2048_677,26.836406,25.770814,0.020371,1.369851,0.020371
P384_NTRU_HPS_2048_677,25.455535,23.930689,0.022077,1.374825,0.022077
P384_NTRU_HPS_2048_677,24.069962,23.293935,0.032228,1.675828,0.032228
P384_NTRU_HPS_2048_677,25.169724,23.468983,0.017543,1.461496,0.017543
P384_NTRU_HPS_2048_677,23.746181,22.925482,0.018935,1.508574,0.018935
P384_NTRU_HPS_2048_677,25.021279,24.303904,0.016922,1.413936,0.016922
P384_NTRU_HPS_2048_677,30.842362,29.355312,0.032960,1.482475,0.032960
P384_NTRU_HPS_2048_677,25.448792,24.552786,0.019575,2.489565,0.019575
P384_NTRU_HPS_2048_677,24.204012,23.389267,0.017675,1.397784,0.017675
