algo,timingFullProtocol,timingSendAppData,timingProcessServerHello,timingWriteClientHello,timingWriteKEMCiphertext
P384_Saber_KEM,25.284061,24.378471,0.026445,1.354836,0.026445
P384_Saber_KEM,32.130833,31.303582,0.018124,1.367661,0.018124
P384_Saber_KEM,25.857043,25.049875,0.018071,1.276207,0.018071
P384_Saber_KEM,22.914535,21.194507,0.029862,1.477445,0.029862
P384_Saber_KEM,19.614579,18.764106,0.028177,1.454385,0.028177
P384_Saber_KEM,27.787297,26.853874,0.024180,1.462623,0.024180
P384_Saber_KEM,25.118158,22.823856,0.019400,1.324650,0.019400
P384_Saber_KEM,30.962792,29.393883,0.019415,1.329210,0.019415
P384_Saber_KEM,21.541449,20.629098,0.023316,1.846517,0.023316
P384_Saber_KEM,26.320306,24.565802,0.019666,1.426319,0.019666
P384_Saber_KEM,26.676127,25.662435,0.017529,1.327572,0.017529
P384_Saber_KEM,24.216560,22.510237,0.024673,1.358603,0.024673
P384_Saber_KEM,27.220045,26.291303,0.019513,1.257679,0.019513
P384_Saber_KEM,23.393811,22.496391,0.021535,1.967067,0.021535
P384_Saber_KEM,26.749660,24.544337,0.019475,1.308877,0.019475
P384_Saber_KEM,24.896003,24.050543,0.022794,1.364729,0.022794
P384_Saber_KEM,22.705584,21.681946,0.021594,1.365819,0.021594
P384_Saber_KEM,20.184799,19.376365,0.023726,1.355944,0.023726
P384_Saber_KEM,23.899384,22.263655,0.018256,1.511745,0.018256
P384_Saber_KEM,25.979244,25.144434,0.020104,1.369510,0.020104
P384_Saber_KEM,23.738336,22.911945,0.018957,1.465063,0.018957
P384_Saber_KEM,25.952485,24.442029,0.026030,1.447139,0.026030
P384_Saber_KEM,22.175482,21.331773,0.018932,1.327581,0.018932
P384_Saber_KEM,15.353918,14.356431,0.028083,0.449030,0.028083
P384_Saber_KEM,20.395086,19.471069,0.018403,1.470087,0.018403
P384_Saber_KEM,23.837463,23.050913,0.025775,1.413059,0.025775
P384_Saber_KEM,23.590638,22.682607,0.019222,1.328738,0.019222
P384_Saber_KEM,18.902188,18.073446,0.022687,1.401622,0.022687
P384_Saber_KEM,23.445667,22.534423,0.020619,1.456507,0.020619
P384_Saber_KEM,24.170767,23.267148,0.018742,1.321762,0.018742
P384_Saber_KEM,22.235875,21.296515,0.018521,1.835713,0.018521
P384_Saber_KEM,22.660317,21.783219,0.024726,1.427879,0.024726
P384_Saber_KEM,21.360191,20.538400,0.019219,1.442529,0.019219
P384_Saber_KEM,28.736425,26.927799,0.020634,1.444851,0.020634
P384_Saber_KEM,27.377909,25.688276,0.020832,1.395243,0.020832
P384_Saber_KEM,23.427602,22.237483,0.019380,1.997127,0.019380
P384_Saber_KEM,24.759206,23.814665,0.022935,1.518430,0.022935
P384_Saber_KEM,25.084552,24.152688,0.024305,1.367952,0.024305
P384_Saber_KEM,21.300338,20.428642,0.019913,1.402917,0.019913
P384_Saber_KEM,25.901523,24.252596,0.017666,1.318966,0.017666
P384_Saber_KEM,23.105932,22.313494,0.026223,2.100259,0.026223
P384_Saber_KEM,21.204039,20.335617,0.023834,1.444205,0.023834
P384_Saber_KEM,27.405457,26.563396,0.018621,1.219704,0.018621
P384_Saber_KEM,21.914112,20.863736,0.017927,1.394786,0.017927
P384_Saber_KEM,25.781410,24.980370,0.021385,1.338109,0.021385
P384_Saber_KEM,24.898710,22.445476,0.021354,1.278986,0.021354
P384_Saber_KEM,25.631594,24.546297,0.025694,1.363597,0.025694
P384_Saber_KEM,27.698640,26.019829,0.017657,1.298851,0.017657
P384_Saber_KEM,25.609069,23.312682,0.018857,1.412979,0.018857
P384_Saber_KEM,28.906699,27.615906,0.018038,1.348799,0.018038
P384_Saber_KEM,24.172867,23.369441,0.017957,1.227157,0.017957
P384_Saber_KEM,20.395574,19.581919,0.019657,1.298097,0.019657
P384_Saber_KEM,25.129563,22.603288,0.019582,1.399741,0.019582
P384_Saber_KEM,16.371857,15.377226,0.006940,0.408401,0.006940
P384_Saber_KEM,25.773779,24.954732,0.031498,1.321316,0.031498
P384_Saber_KEM,24.338274,23.430432,0.017783,1.337403,0.017783
P384_Saber_KEM,21.127850,20.254009,0.019381,1.432180,0.019381
P384_Saber_KEM,24.292067,23.447065,0.018406,1.333352,0.018406
P384_Saber_KEM,40.864675,39.899711,0.022208,1.394436,0.022208
P384_Saber_KEM,22.213877,21.338723,0.020753,1.302490,0.020753
P384_Saber_KEM,21.703338,20.766490,0.018392,1.398448,0.018392
P384_Saber_KEM,18.369768,17.347626,0.019268,1.383760,0.019268
P384_Saber_KEM,25.401274,23.613919,0.022527,1.824825,0.022527
P384_Saber_KEM,23.065853,21.653499,0.021503,1.537442,0.021503
P384_Saber_KEM,29.617086,28.291430,0.026613,1.512023,0.026613
P384_Saber_KEM,25.543222,24.147472,0.032199,1.341782,0.032199
P384_Saber_KEM,27.262796,25.711307,0.020450,1.267842,0.020450
P384_Saber_KEM,21.672245,20.727606,0.018134,1.905689,0.018134
P384_Saber_KEM,23.878289,23.034325,0.017543,1.212355,0.017543
P384_Saber_KEM,24.529302,23.662686,0.027050,1.462719,0.027050
