algo,timingFullProtocol,timingProcessServerHello,timingWriteClientHello
P256,306.641564,0.016372,0.240484
P256,306.059717,0.015751,1.819385
P256,303.590156,0.018671,0.832466
P256,304.735252,0.016542,0.234108
P256,305.342983,0.016117,0.234568
P256,307.629702,0.016567,2.262548
P256,306.228950,0.016302,0.237368
P256,306.576166,0.016190,0.285326
P256,304.935590,0.012423,0.240938
P256,303.987741,0.016025,0.235530
P256,306.966200,0.016855,0.241683
P256,303.801161,0.018602,1.300595
P256,305.046942,0.015184,0.504723
P256,305.654711,0.022923,0.261769
P256,307.165420,0.016120,0.237525
P256,304.395922,0.015053,0.239400
P256,304.844495,0.013632,0.281470
P256,305.163319,0.016406,0.229349
P256,302.611783,0.015680,0.284827
P256,306.276714,0.016236,0.241376
P256,302.991069,0.020073,0.270686
P256,302.652932,0.017886,0.276092
P256,302.845828,0.015112,0.293889
P256,305.189186,0.015274,2.380076
P256,303.494027,0.017863,0.870062
P256,303.574971,0.017012,0.953247
P256,307.154293,0.016165,0.258481
P256,304.876274,0.016299,0.235910
P256,304.496849,0.016061,0.230486
P256,304.906528,0.015647,0.235208
P256,302.981716,0.018193,0.262360
P256,306.480409,0.015624,0.237329
P256,306.591738,0.015325,0.237226
P256,304.211942,0.016946,0.274372
P256,302.772806,0.013996,0.279332
P256,303.275346,0.015065,0.315005
P256,306.489753,0.016161,0.253219
P256,307.739813,0.016397,0.235035
P256,306.724736,0.014732,0.237540
P256,304.423338,0.016727,1.846950
P256,303.078375,0.013408,0.216229
P256,305.000435,0.017669,0.243226
P256,303.086990,0.018829,0.260996
P256,305.130472,0.016545,0.238971
P256,304.608486,0.016435,0.221116
P256,303.089514,0.017144,0.271627
P256,305.343318,0.012804,0.825889
P256,302.871955,0.016856,0.319382
P256,303.085806,0.014267,0.247667
P256,304.378358,0.020057,1.302203
P256,304.555204,0.014555,0.243096
P256,305.406510,0.016019,0.263999
P256,302.778995,0.017963,0.258354
P256,302.891920,0.017177,0.284591
P256,305.986983,0.014558,1.023124
P256,305.049164,0.016169,0.257836
P256,303.049262,0.016057,0.240464
P256,305.083245,0.019100,0.268271
P256,305.762477,0.017624,0.807009
P256,306.842963,0.016260,0.254795
P256,305.228224,0.015140,2.253006
P256,303.406721,0.010541,0.861163
P256,304.822840,0.015346,0.286109
P256,302.711050,0.016104,0.265105
P256,306.761098,0.015592,2.035353
P256,304.484374,0.019089,1.354789
P256,306.602314,0.016900,0.234601
P256,305.509017,0.018886,0.971072
P256,305.274751,0.016366,0.240907
P256,302.967429,0.018596,0.271553
P256,302.847260,0.017287,0.270010
P256,307.130010,0.016502,0.236533
P256,302.987045,0.019152,0.251471
P256,303.530207,0.016484,0.956450
P256,302.509903,0.016952,0.212018
P256,302.716139,0.014915,0.300783
P256,302.945445,0.015293,0.242365
P256,306.077987,0.015078,0.233958
P256,305.145903,0.014172,2.061657
P256,303.935309,0.014986,1.279145
P256,302.999899,0.015071,0.274744
P256,304.364785,0.014827,0.253063
P256,305.065980,0.012421,0.308366
P256,306.822438,0.016362,0.255708
P256,305.523596,0.012370,0.237735
P256,303.015042,0.015996,0.254987
P256,304.073522,0.013555,1.058080
P256,308.080183,0.016685,0.242196
P256,304.481297,0.017786,0.259182
P256,304.632736,0.015883,0.254342
P256,304.272954,0.015464,1.242784
P256,306.652177,0.016056,0.233748
P256,304.345249,0.016058,0.238359
P256,304.948864,0.014822,0.254452
P256,305.715206,0.013596,0.860822
P256,303.818878,0.012959,0.989102
P256,304.914628,0.012200,0.256990
P256,302.883802,0.012226,0.233929
P256,304.568163,0.014559,0.284506
P256,304.251393,0.016235,0.314423
P256,304.546499,0.016932,0.259620
P256,304.616052,0.016222,0.239696
P256,304.340633,0.016078,0.257665
P256,304.086571,0.015056,1.195554
P256,302.792956,0.016472,0.267739
P256,304.992893,0.019722,0.256675
P256,304.081092,0.017702,0.249498
P256,304.878225,0.017878,0.236985
P256,302.946880,0.017171,0.235974
P256,303.720086,0.011964,0.960516
P256,304.807611,0.016144,0.258098
P256,304.197639,0.012811,1.182269
P256,304.133544,0.025922,0.809461
P256,303.351512,0.015304,0.879004
P256,305.004101,0.016300,0.234253
P256,302.934487,0.017234,0.347129
P256,304.329320,0.017441,1.204828
P256,304.909871,0.012140,0.237879
P256,304.129982,0.015698,1.260279
P256,303.047779,0.043679,0.224260
P256,302.775200,0.016945,0.238296
P256,304.542788,0.020766,1.396750
P256,304.617348,0.016458,0.278279
P256,302.786834,0.016403,0.222696
P256,304.798904,0.015030,0.235549
P256,307.160437,0.015248,0.267019
P256,306.059502,0.014703,1.383287
P256,304.539457,0.012249,0.276854
P256,304.813839,0.012924,0.285198
P256,302.809163,0.015628,0.291647
P256,302.811558,0.013856,0.234557
P256,304.233752,0.016180,0.250201
P256,304.377781,0.018049,1.343614
P256,304.692375,0.014719,0.262081
P256,306.787765,0.016497,0.234674
P256,305.888583,0.019532,1.284651
P256,304.632317,0.015247,0.256898
P256,306.076217,0.015140,0.241565
P256,306.772445,0.018468,1.783822
P256,303.084434,0.013252,0.298444
P256,305.326452,0.017971,0.260602
P256,305.284894,0.017083,0.246942
P256,304.584095,0.016179,0.295117
P256,304.952013,0.015313,0.221056
P256,305.076215,0.015943,0.284578
P256,304.238997,0.018982,1.278390
P256,305.573577,0.016061,1.087524
P256,306.662212,0.015068,0.239016
P256,302.835779,0.014748,0.240247
P256,304.629420,0.015053,0.254572
P256,304.866097,0.017928,0.260518
P256,304.918704,0.017958,2.259704
P256,304.846486,0.016158,0.251591
P256,306.462017,0.016601,0.280080
P256,303.011081,0.018671,0.246701
P256,305.388544,0.016494,0.237259
P256,306.967856,0.015314,1.493136
P256,304.623512,0.016480,0.222362
P256,302.720521,0.015297,0.257899
P256,306.047847,0.017231,1.019802
P256,304.776306,0.015792,0.240527
P256,305.115364,0.016093,0.863072
P256,303.834233,0.015737,0.975914
P256,304.269691,0.015563,1.379046
P256,304.051636,0.016198,0.233512
P256,306.070841,0.016277,0.260775
P256,304.981093,0.015289,0.277747
P256,304.825206,0.017851,0.253072
P256,305.141151,0.016718,0.257992
P256,303.950951,0.016010,1.178508
P256,305.595864,0.017506,1.202813
P256,304.467239,0.018051,0.317974
P256,304.203279,0.016385,0.349668
P256,302.848867,0.015259,0.250828
P256,302.825767,0.012215,0.249089
P256,304.328724,0.014804,0.256318
P256,306.020880,0.023659,0.237032
P256,304.167430,0.015947,0.244863
P256,304.843611,0.016951,1.824084
P256,305.076569,0.017182,0.270854
P256,303.735436,0.017051,1.163491
P256,307.005119,0.016157,0.240977
P256,303.169591,0.019580,0.236284
P256,306.423447,0.011323,0.250985
P256,302.791987,0.015915,0.234126
P256,305.908922,0.014770,1.737945
P256,304.473764,0.016294,0.244820
P256,302.924427,0.017501,0.234565
P256,304.957539,0.016723,0.239106
P256,302.855443,0.018945,0.278194
P256,303.061186,0.017308,0.297238
P256,304.903246,0.016684,0.254755
P256,302.954527,0.017062,0.219528
P256,302.890023,0.017466,0.240296
P256,304.716285,0.015254,0.255085
P256,305.924405,0.018728,0.901292
P256,303.036769,0.014784,0.287141
P256,305.988796,0.013958,1.158239
P256,303.800457,0.013005,1.025987
P256,306.626817,0.015407,0.239438
P256,304.474345,0.014117,0.278586
P256,304.200634,0.014941,0.260023
P256,305.084014,0.015953,0.237092
P256,302.926433,0.016724,0.235582
P256,303.154060,0.020162,0.185723
P256,302.547112,0.015766,0.289327
P256,302.900946,0.013465,0.247614
P256,306.415939,0.015150,0.235147
P256,304.909353,0.016318,0.238228
P256,303.884706,0.014925,1.222392
P256,306.361338,0.011663,0.941310
P256,303.602862,0.017596,0.774018
P256,302.835708,0.016458,0.289116
P256,302.847840,0.016326,0.232497
P256,303.829370,0.014517,0.895538
P256,304.765597,0.016063,0.234579
P256,304.160923,0.017907,0.282138
P256,304.956334,0.016043,0.236933
P256,307.900057,0.011271,0.254429
P256,302.831493,0.016878,0.255907
P256,307.142064,0.015223,0.248852
P256,303.115369,0.014487,0.276558
P256,304.570808,0.016159,0.256431
P256,304.386136,0.015320,0.252619
P256,306.711899,0.016181,0.236432
P256,302.775079,0.017133,0.274709
P256,304.981396,0.017899,0.262174
P256,302.939656,0.017240,0.226969
P256,302.620421,0.012573,0.233956
P256,305.872064,0.017341,1.274317
P256,304.610149,0.017509,1.298869
P256,302.829957,0.016089,0.279864
P256,304.871009,0.016124,0.256355
P256,303.023708,0.018694,0.245621
P256,305.074685,0.016358,0.238277
P256,305.162411,0.016763,0.260523
P256,304.625279,0.017520,1.949460
P256,302.765736,0.016068,0.240849
P256,307.259352,0.018043,2.390449
P256,304.779486,0.013372,0.234908
P256,302.853626,0.012763,0.214380
P256,306.701027,0.018132,0.281411
P256,302.870955,0.017189,0.282998
P256,305.129032,0.016089,0.243855
P256,305.533106,0.017007,0.688742
P256,307.462094,0.014779,0.240954
P256,302.715912,0.017647,0.233668
P256,306.204610,0.018178,1.268890
P256,307.106773,0.016328,0.237243
P256,304.625235,0.012432,0.250397
P256,306.812088,0.016490,0.236217
P256,305.261013,0.018072,1.009163
P256,307.221924,0.015146,0.235477
P256,303.100662,0.015111,0.266499
P256,302.841897,0.021729,0.237256
P256,306.777286,0.016309,0.249634
P256,303.567108,0.015390,1.006197
P256,304.458956,0.016184,0.239453
P256,305.388016,0.016868,0.246827
P256,305.530140,0.017778,0.239189
P256,303.803641,0.018537,0.750490
P256,303.630599,0.016025,1.236588
P256,305.247640,0.015204,0.259847
P256,305.339723,0.017490,0.239475
P256,306.732092,0.018014,0.253702
P256,304.819048,0.016948,0.257898
P256,306.154075,0.016133,0.238568
P256,304.977402,0.014690,0.244885
P256,302.970515,0.017177,0.282965
P256,305.095721,0.017417,0.268282
P256,305.675762,0.019116,0.539006
P256,307.317972,0.019030,0.238026
P256,304.515114,0.017324,0.270523
P256,302.976657,0.016221,0.398411
P256,306.180722,0.031272,1.399255
P256,303.928794,0.017764,1.199894
P256,303.036450,0.014239,0.256475
P256,306.805967,0.015131,0.235956
P256,306.022107,0.015322,0.234861
P256,303.009259,0.019026,0.259157
P256,304.114048,0.017038,1.204096
P256,305.333201,0.016181,0.274880
P256,305.597152,0.018157,0.921967
P256,304.415727,0.017734,0.263977
P256,304.270609,0.017271,0.237953
P256,303.760909,0.018489,0.868831
P256,304.101949,0.015452,0.236197
P256,302.772455,0.015964,0.276064
P256,302.744956,0.011822,0.262053
P256,304.733755,0.016239,0.296456
P256,306.253686,0.017577,1.172663
P256,302.982920,0.017323,0.229960
P256,307.128476,0.018626,2.254209
P256,304.727025,0.015749,0.238289
P256,304.039822,0.016068,0.226966
P256,303.037896,0.018391,0.267472
P256,304.411575,0.014282,0.233070
P256,304.845507,0.016955,0.273717
P256,306.971585,0.014216,1.958222
P256,302.979717,0.014366,0.267905
P256,306.339257,0.016503,0.258548
P256,304.036126,0.018830,1.306742
P256,306.249677,0.018105,0.925127
P256,303.186188,0.016321,0.284214
P256,304.683325,0.016604,0.236933
P256,302.950020,0.016480,0.288151
P256,304.314400,0.017063,0.278847
P256,304.035739,0.018210,1.196896
P256,304.385229,0.016637,0.215465
P256,306.692824,0.017261,0.234193
P256,302.736169,0.017422,0.219310
P256,302.894806,0.016422,0.323324
P256,304.919664,0.016271,0.249262
P256,302.729458,0.018222,0.311652
P256,305.203165,0.015940,0.220488
P256,303.041455,0.017802,0.227089
P256,304.316153,0.016212,0.232288
P256,303.759973,0.017362,1.129208
P256,302.935611,0.015595,0.255992
P256,302.854283,0.016437,0.235624
P256,306.339481,0.016441,0.234595
P256,302.956120,0.015751,0.249146
P256,303.836584,0.016188,1.135591
P256,304.674045,0.016573,0.233406
P256,303.879702,0.013679,1.064704
P256,302.846763,0.015975,0.267488
P256,303.999512,0.013016,1.148278
P256,302.910961,0.018429,0.208414
P256,306.696550,0.017039,0.255431
P256,304.628806,0.019635,1.381276
P256,302.813625,0.016236,0.240122
P256,305.254937,0.017674,0.277452
P256,304.874056,0.016611,0.236186
P256,302.897599,0.015837,0.214101
P256,304.825496,0.016764,0.249441
P256,303.931106,0.016975,0.900464
P256,303.001487,0.017956,0.233988
P256,303.145223,0.017263,0.329482
P256,302.869541,0.016737,0.239738
P256,304.847088,0.017576,0.235017
P256,305.766182,0.017964,0.241448
P256,306.533937,0.013724,1.532142
P256,302.782253,0.017029,0.277209
P256,304.189165,0.017115,1.571666
P256,303.996739,0.015679,0.841024
P256,305.016172,0.017787,0.239371
P256,306.387781,0.016378,0.235033
P256,302.871864,0.016265,0.257923
P256,306.506577,0.011267,0.219762
P256,302.842778,0.015650,0.249617
P256,303.108027,0.014558,0.228294
P256,304.797945,0.036535,0.237474
P256,304.591930,0.016786,0.300308
P256,306.043226,0.015168,0.238961
P256,304.603757,0.016610,0.218327
P256,306.988611,0.015041,2.103491
P256,304.558786,0.015359,0.246485
P256,303.170206,0.013849,0.307327
P256,305.634193,0.011328,0.260616
P256,303.063197,0.014973,0.274345
P256,302.699747,0.015943,0.283577
P256,304.442040,0.014943,0.262407
P256,304.472040,0.016042,0.263141
P256,304.879702,0.014159,2.025618
P256,304.329204,0.013798,1.321941
P256,302.735911,0.014893,0.249571
P256,304.084103,0.016057,0.289407
P256,304.324288,0.014562,0.264200
P256,306.567039,0.011538,0.214447
P256,302.883308,0.016369,0.254326
P256,304.027575,0.015452,1.206405
P256,304.018242,0.014937,1.203519
P256,306.147963,0.018507,1.327558
P256,302.988881,0.017507,0.282055
P256,304.395644,0.015151,0.225895
P256,306.676429,0.015938,0.256194
P256,304.501814,0.017183,0.233990
P256,305.914579,0.019225,0.235020
P256,304.572559,0.017248,0.214722
P256,304.908407,0.016190,0.238428
P256,304.674214,0.016941,0.236697
P256,306.695868,0.016079,0.238936
P256,305.666477,0.016098,0.233473
P256,302.882455,0.018239,0.268352
P256,304.225847,0.016556,0.254671
P256,304.784735,0.014931,2.078399
P256,304.811002,0.015256,0.228570
P256,307.331868,0.016502,0.236356
P256,305.989445,0.016777,1.768585
P256,305.318558,0.017609,0.926741
P256,304.961669,0.017615,0.313041
P256,306.672449,0.015800,0.236677
P256,304.267577,0.018242,1.104490
P256,303.019170,0.017925,0.262054
P256,304.164377,0.016835,0.231369
P256,304.614085,0.016764,0.258852
P256,303.882140,0.015082,1.004908
P256,302.793486,0.014623,0.215286
P256,304.767495,0.017122,0.268198
P256,307.131480,0.017213,1.231182
P256,302.902477,0.015660,0.295264
P256,302.952103,0.017342,0.269676
P256,306.474198,0.016233,0.235978
P256,303.366439,0.012442,0.236524
P256,303.347846,0.016548,0.256090
P256,305.495496,0.011798,0.284518
P256,304.334552,0.016144,0.257241
P256,304.784726,0.016512,0.252977
P256,304.668565,0.014893,0.268434
P256,303.389158,0.012226,0.979298
P256,306.829231,0.016407,0.283593
P256,304.554052,0.017451,0.355262
P256,304.818179,0.016257,0.238677
P256,304.789299,0.017952,0.246736
P256,304.701773,0.016741,0.244641
P256,305.580103,0.016551,0.231188
P256,306.855586,0.017793,0.280587
P256,304.628985,0.016180,0.244535
P256,305.747656,0.012672,1.277964
P256,303.032748,0.017569,0.638681
P256,303.875294,0.016405,1.230568
P256,302.979977,0.020448,0.226582
P256,304.535041,0.016491,1.772893
P256,302.934254,0.016882,0.269560
P256,304.572232,0.016707,0.262256
P256,303.605349,0.018287,0.603919
P256,304.970666,0.010984,0.261424
P256,303.481171,0.017087,0.823783
P256,305.499884,0.017416,0.230680
P256,304.448647,0.016376,0.252094
P256,304.570071,0.016381,0.238152
P256,304.716575,0.016409,0.235368
P256,304.071775,0.017613,1.249770
P256,306.717330,0.016114,0.235287
P256,305.002794,0.015321,0.230466
P256,303.680042,0.017362,0.902564
P256,303.014633,0.017355,0.249323
P256,306.699826,0.017212,1.169997
P256,302.810224,0.018782,0.249250
P256,303.014875,0.015537,0.300077
P256,304.663726,0.016517,0.235061
P256,304.328010,0.016420,0.242555
P256,304.692669,0.016471,0.236384
P256,302.978972,0.015134,0.235851
P256,304.445484,0.015157,1.630382
P256,304.642283,0.015259,0.234087
P256,303.022592,0.018538,0.244377
P256,302.982432,0.017836,0.275661
P256,303.183932,0.016534,0.283655
P256,306.126027,0.015072,1.443330
P256,302.940372,0.018181,0.240141
P256,304.302855,0.017462,1.259188
P256,307.352268,0.015322,0.240596
P256,302.951373,0.014518,0.249149
P256,304.186070,0.017393,1.668057
P256,304.927986,0.020802,0.238291
P256,303.271526,0.013954,0.706456
P256,304.781422,0.017433,0.265873
P256,305.082507,0.013657,0.282480
