algo,fullProtocolTiming,sendAppTiming,processServerHelloTiming,writeClientHelloTiming,processServerHelloTiming
Remote PDK IBE-KEM 128,7.044178,7.043769,0.049226,2.156298,0.049226
Remote PDK IBE-KEM 128,6.703150,6.702702,0.063572,2.027455,0.063572
Remote PDK IBE-KEM 128,6.945783,6.945340,0.045804,2.152080,0.045804
Remote PDK IBE-KEM 128,7.404411,7.403960,0.049178,2.300565,0.049178
Remote PDK IBE-KEM 128,6.963405,6.962966,0.052873,2.097784,0.052873
Remote PDK IBE-KEM 128,6.788063,6.787607,0.049770,1.964769,0.049770
Remote PDK IBE-KEM 128,6.813792,6.813408,0.056187,1.951780,0.056187
Remote PDK IBE-KEM 128,7.614994,7.614507,0.051102,2.350745,0.051102
Remote PDK IBE-KEM 128,6.669695,6.669244,0.046517,1.876783,0.046517
Remote PDK IBE-KEM 128,6.639526,6.639036,0.056185,1.880077,0.056185
Remote PDK IBE-KEM 128,7.646598,7.646176,0.048530,2.215237,0.048530
Remote PDK IBE-KEM 128,7.464312,7.463852,0.054796,2.299837,0.054796
Remote PDK IBE-KEM 128,7.260118,7.259667,0.046249,2.464920,0.046249
Remote PDK IBE-KEM 128,7.197254,7.196799,0.048803,1.913978,0.048803
Remote PDK IBE-KEM 128,6.634661,6.634221,0.046550,1.911041,0.046550
Remote PDK IBE-KEM 128,7.481446,7.480981,0.049126,2.281564,0.049126
Remote PDK IBE-KEM 128,7.026148,7.025723,0.055828,2.298316,0.055828
Remote PDK IBE-KEM 128,7.052075,7.051666,0.049594,1.919426,0.049594
Remote PDK IBE-KEM 128,7.419248,7.418763,0.052711,2.105788,0.052711
Remote PDK IBE-KEM 128,7.193173,7.192753,0.046245,2.327135,0.046245
Remote PDK IBE-KEM 128,7.183588,7.183190,0.046007,2.182751,0.046007
Remote PDK IBE-KEM 128,7.197982,7.197549,0.047941,2.288117,0.047941
Remote PDK IBE-KEM 128,7.062486,7.062103,0.048843,2.228000,0.048843
Remote PDK IBE-KEM 128,7.071392,7.070945,0.046171,2.239008,0.046171
Remote PDK IBE-KEM 128,6.952509,6.952062,0.045825,2.236445,0.045825
Remote PDK IBE-KEM 128,7.830879,7.830387,0.052902,2.141832,0.052902
Remote PDK IBE-KEM 128,6.755330,6.754879,0.053463,1.863901,0.053463
Remote PDK IBE-KEM 128,6.700649,6.700240,0.048751,1.899348,0.048751
Remote PDK IBE-KEM 128,7.171093,7.170646,0.050847,2.106531,0.050847
Remote PDK IBE-KEM 128,7.129601,7.129158,0.046256,2.114052,0.046256
Remote PDK IBE-KEM 128,7.248407,7.247956,0.058706,2.062178,0.058706
Remote PDK IBE-KEM 128,7.252340,7.251954,0.045148,2.103955,0.045148
Remote PDK IBE-KEM 128,7.765707,7.765244,0.048873,2.287080,0.048873
Remote PDK IBE-KEM 128,7.375767,7.375318,0.049342,2.137821,0.049342
Remote PDK IBE-KEM 128,6.904654,6.904211,0.053092,2.082574,0.053092
Remote PDK IBE-KEM 128,6.813247,6.812833,0.058392,2.078427,0.058392
Remote PDK IBE-KEM 128,6.679326,6.678914,0.060228,1.852895,0.060228
Remote PDK IBE-KEM 128,6.876205,6.875793,0.046190,1.920654,0.046190
Remote PDK IBE-KEM 128,7.930331,7.929849,0.053215,2.577481,0.053215
Remote PDK IBE-KEM 128,7.526429,7.525985,0.049114,2.136844,0.049114
Remote PDK IBE-KEM 128,6.689298,6.688853,0.045900,1.995611,0.045900
Remote PDK IBE-KEM 128,6.809532,6.809087,0.046080,2.015606,0.046080
Remote PDK IBE-KEM 128,6.945024,6.944575,0.049594,1.923431,0.049594
Remote PDK IBE-KEM 128,7.579464,7.579027,0.051386,2.167865,0.051386
Remote PDK IBE-KEM 128,7.036629,7.036163,0.050213,2.110208,0.050213
Remote PDK IBE-KEM 128,7.857030,7.856562,0.053154,2.357756,0.053154
Remote PDK IBE-KEM 128,6.869491,6.869044,0.055722,1.937274,0.055722
Remote PDK IBE-KEM 128,6.643688,6.643236,0.046350,1.979046,0.046350
