algo,timingFullProtocol,timingProcessServerHello,timingWriteClientHello
P256,105.152725,0.019665,0.237477
P256,102.662995,0.015365,0.265614
P256,104.630485,0.017814,0.231153
P256,103.717336,0.015091,0.234998
P256,105.344140,0.016866,1.024600
P256,104.202698,0.015868,1.510573
P256,104.388741,0.014410,0.237309
P256,105.128699,0.016351,0.252533
P256,104.047838,0.014135,0.246129
P256,105.934281,0.014114,0.236456
P256,103.716259,0.014629,0.314028
P256,104.115209,0.015976,0.220272
P256,106.634642,0.017666,2.092534
P256,104.513029,0.014578,0.229472
P256,102.690678,0.009946,0.238638
P256,102.882038,0.016254,0.235239
P256,104.710848,0.015373,0.232817
P256,102.794236,0.013869,0.274323
P256,106.302597,0.015095,0.219330
P256,102.559472,0.016014,0.221070
P256,102.424695,0.014119,0.203071
P256,102.563404,0.014880,0.240599
P256,103.769354,0.014084,0.213806
P256,103.886163,0.018682,1.006090
P256,106.301020,0.015648,0.234544
P256,102.835643,0.015235,0.218506
P256,102.240520,0.013293,0.194164
P256,102.343946,0.013938,0.209592
P256,104.630958,0.015924,0.234529
P256,102.290320,0.016241,0.218147
P256,103.967525,0.017728,1.156141
P256,103.690484,0.016459,1.243100
P256,103.489159,0.015271,0.780876
P256,104.030486,0.014775,0.222714
P256,103.750846,0.017452,1.235897
P256,104.256280,0.015310,0.255191
P256,102.518311,0.016035,0.244133
P256,105.086587,0.015417,0.250490
P256,103.475513,0.016384,0.940326
P256,104.308611,0.014740,0.223265
P256,103.842642,0.013412,0.290021
P256,106.065956,0.015597,1.012503
P256,105.458766,0.015855,1.190324
P256,103.858358,0.014039,0.255871
P256,105.026142,0.012114,0.534416
P256,104.835739,0.016065,0.219761
P256,105.649304,0.011561,0.235708
P256,106.272197,0.015228,0.235526
P256,102.394256,0.014235,0.275369
P256,104.092635,0.017337,1.301717
P256,105.465296,0.011663,0.256009
P256,102.527827,0.014309,0.274743
P256,102.641019,0.013669,0.220113
P256,102.383725,0.014985,0.261111
P256,102.534832,0.014782,0.237796
P256,106.519396,0.015320,0.237820
P256,104.268238,0.015235,0.217339
P256,105.221169,0.013694,0.218364
P256,104.892812,0.012780,0.880203
P256,105.378686,0.016714,0.903071
P256,102.336900,0.013989,0.202995
P256,103.844737,0.013694,0.283973
P256,105.575375,0.016619,1.206328
P256,102.484795,0.013429,0.270816
P256,105.615371,0.015121,0.960792
P256,103.961235,0.013277,1.289262
P256,104.597420,0.015239,0.235068
P256,103.966754,0.021835,0.998867
P256,102.306222,0.014116,0.263210
P256,102.324630,0.015617,0.219471
P256,103.847306,0.018262,1.102799
P256,102.717973,0.013017,0.309944
P256,104.180736,0.013238,1.114740
P256,105.300508,0.017346,0.544170
P256,102.470276,0.015076,0.251004
P256,104.099009,0.014180,0.278902
P256,104.721884,0.016194,0.259669
P256,105.767400,0.013519,0.232835
P256,102.602640,0.014544,0.250150
P256,103.633342,0.014858,1.102889
P256,102.591390,0.019994,0.279567
P256,105.143952,0.018531,1.263486
P256,104.474148,0.015656,0.220976
P256,104.096925,0.014844,0.300697
P256,106.266027,0.015614,0.231299
P256,102.643701,0.014404,0.257891
P256,102.801195,0.011261,0.306055
P256,105.301794,0.016059,0.375734
P256,104.508721,0.015349,0.260352
P256,104.278776,0.013843,0.334345
P256,105.157806,0.017612,1.079094
P256,104.301526,0.014101,0.246824
P256,103.984609,0.014398,0.218384
P256,104.627489,0.012691,1.925168
P256,104.790163,0.015593,0.267172
P256,104.831447,0.015329,0.264872
P256,105.489144,0.015131,1.268058
P256,104.261425,0.017177,1.456527
P256,104.168900,0.013475,0.236744
P256,102.580658,0.012511,0.251294
P256,103.815183,0.014748,1.160042
P256,104.329200,0.013190,0.193793
P256,105.713322,0.013569,0.223554
P256,104.105523,0.015781,0.235339
P256,102.697099,0.014594,0.323154
P256,104.218524,0.015386,0.242089
P256,102.645921,0.014877,0.216239
P256,102.544657,0.014486,0.257888
P256,102.524193,0.014808,0.277454
P256,105.995037,0.012029,0.914291
P256,104.482971,0.015396,0.238386
P256,102.666726,0.013554,0.251411
P256,102.685609,0.013675,0.230649
P256,104.298230,0.015053,0.232179
P256,102.570251,0.011558,0.243958
P256,104.943194,0.016520,0.971650
P256,106.748640,0.015079,0.236721
P256,103.775602,0.014735,1.232390
P256,104.691176,0.013999,0.241002
P256,102.842271,0.015465,0.222255
P256,103.992298,0.014454,0.262956
P256,102.785382,0.014707,0.233709
P256,105.522049,0.014946,1.154805
P256,105.445677,0.016140,0.820883
P256,104.907966,0.013082,0.215131
P256,103.592768,0.017823,0.979349
P256,102.646677,0.017032,0.243494
P256,106.601172,0.017638,2.059619
P256,105.113468,0.017232,2.324182
P256,103.313124,0.015303,0.932985
P256,104.004363,0.015060,0.245299
P256,103.816856,0.017720,1.229366
P256,106.181504,0.014309,0.236518
P256,104.362904,0.012795,0.268547
P256,103.989959,0.014477,0.279070
P256,104.375117,0.014905,0.253747
P256,105.618099,0.015089,1.160100
P256,104.162676,0.014580,0.266098
P256,103.856201,0.013203,0.234649
P256,103.555337,0.017901,1.095763
P256,102.830166,0.012018,0.225997
P256,102.388222,0.017076,0.219892
P256,104.829950,0.015333,0.241680
P256,104.575692,0.017911,1.904578
P256,102.324175,0.014034,0.253139
P256,103.358084,0.014227,0.415703
P256,102.743309,0.016149,0.212136
P256,104.816580,0.016363,0.223230
P256,106.394591,0.014615,0.256114
P256,104.098028,0.014309,0.221660
P256,104.651404,0.016091,0.234504
P256,106.084192,0.011343,1.301418
P256,105.946574,0.013738,0.236082
P256,105.058256,0.016091,0.231422
P256,104.344833,0.014566,0.235826
P256,102.411474,0.015313,0.206003
P256,107.166569,0.015364,0.258468
P256,102.306896,0.014252,0.233977
P256,103.948450,0.016113,1.115472
P256,102.673415,0.014122,0.243828
P256,105.033801,0.019119,2.158478
P256,103.617356,0.015243,1.133983
P256,103.773349,0.017440,0.946945
P256,102.467765,0.012817,0.228069
P256,104.595418,0.015267,0.238969
P256,105.875097,0.014079,0.252427
P256,104.270457,0.015959,1.317112
P256,104.430374,0.015886,0.278932
P256,102.525907,0.014373,0.269805
P256,104.707577,0.016348,0.251794
P256,104.123158,0.014720,0.237082
P256,106.078807,0.014536,0.262951
P256,104.270169,0.013116,0.219135
P256,104.874326,0.018177,2.086192
P256,106.943167,0.010510,0.257516
P256,102.490337,0.014302,0.226568
P256,105.953933,0.017466,1.312312
P256,104.241686,0.015343,0.231527
P256,106.133445,0.014332,0.236404
P256,104.161216,0.014552,0.222526
P256,102.933012,0.012873,0.292475
P256,103.982803,0.015365,0.238899
P256,104.856416,0.018541,1.897703
P256,102.761486,0.015043,0.239442
P256,103.901480,0.016944,1.314107
P256,105.336050,0.013589,0.220642
P256,105.692978,0.016355,1.232327
P256,103.542974,0.015874,0.939980
P256,104.024028,0.014131,0.233674
P256,103.725785,0.016151,0.926959
P256,104.035079,0.016901,1.241220
P256,105.263725,0.016004,1.012087
P256,103.769281,0.012895,0.237562
P256,105.858074,0.016813,1.351166
P256,105.099495,0.014372,0.239041
P256,103.391366,0.016380,0.883538
P256,105.156062,0.014799,0.830203
P256,105.492365,0.015367,1.336139
P256,107.214418,0.019010,1.903974
P256,102.791629,0.014838,0.266567
P256,102.487564,0.014328,0.219970
P256,103.424714,0.014414,0.878797
P256,104.007822,0.014315,0.238210
P256,105.709406,0.016051,1.095346
P256,104.525322,0.016022,0.245969
P256,102.595489,0.014555,0.213438
P256,103.637628,0.015971,1.206941
P256,102.850741,0.014592,0.312452
P256,105.433554,0.014577,0.248190
P256,102.397501,0.013894,0.193944
P256,104.409231,0.014837,0.236266
P256,102.296571,0.013754,0.271775
P256,103.451487,0.015860,0.866466
P256,104.839393,0.014715,0.837623
P256,104.515968,0.015249,0.232645
P256,105.061516,0.016125,0.235894
P256,104.165913,0.014387,0.237282
P256,104.299374,0.015254,0.240210
P256,102.576244,0.013745,0.247113
P256,104.744796,0.015327,0.255983
P256,104.733214,0.014128,0.833553
P256,105.029962,0.015776,0.251343
P256,104.068698,0.014046,0.220408
P256,102.381531,0.013448,0.267417
P256,105.083728,0.013199,0.966999
P256,104.189646,0.016093,0.236550
P256,104.114368,0.014464,0.253968
P256,102.375732,0.014945,0.207048
P256,106.262551,0.015201,0.242472
P256,104.174593,0.013681,0.277375
P256,104.149955,0.013888,0.231064
P256,103.511969,0.015060,1.154019
P256,103.781772,0.017172,1.182774
P256,102.664698,0.019985,0.247500
P256,102.687445,0.014228,0.291037
P256,103.181310,0.014832,0.230176
P256,103.843888,0.013799,1.364887
P256,105.016149,0.015296,0.971159
P256,102.430364,0.014078,0.228793
P256,106.537357,0.015081,0.224112
P256,104.223095,0.014700,0.274717
P256,104.576869,0.015562,0.235635
P256,103.053598,0.017603,0.247925
P256,102.741542,0.014298,0.307884
P256,104.466470,0.015475,0.237130
P256,104.232502,0.014513,0.223579
P256,104.485437,0.014847,0.233117
P256,102.515049,0.015891,0.219727
P256,103.036463,0.015256,0.255037
P256,103.808759,0.018750,0.983792
P256,103.686665,0.015041,1.232994
P256,102.570954,0.014560,0.244371
P256,105.554906,0.017695,1.283904
P256,103.930735,0.014382,0.220379
P256,102.392530,0.013212,0.229219
P256,102.497472,0.014769,0.292071
P256,102.630678,0.015617,0.262633
P256,104.079878,0.015507,0.280961
P256,104.370459,0.010886,0.250415
P256,103.305097,0.031957,0.896899
P256,104.183634,0.015035,0.228371
P256,102.924198,0.017133,0.207354
P256,104.446529,0.011271,0.316066
P256,106.450496,0.014910,0.252564
P256,106.413897,0.017494,0.281341
P256,105.631195,0.012764,1.126737
P256,105.504321,0.014698,1.166097
P256,104.265323,0.015230,0.224744
P256,104.223678,0.014129,1.365468
P256,103.690279,0.017674,1.008806
P256,102.659601,0.015952,0.308937
P256,103.344409,0.014586,0.814195
P256,105.593386,0.013585,0.233093
P256,104.217701,0.014266,0.233156
P256,104.903773,0.014967,0.236611
P256,102.418109,0.014099,0.257952
P256,106.117035,0.017481,1.357925
P256,102.638786,0.016183,0.308556
P256,102.611728,0.019175,0.235846
P256,102.701899,0.013365,0.217460
P256,102.316307,0.013559,0.242055
P256,102.312211,0.014098,0.284905
P256,102.449088,0.014727,0.232007
P256,105.525364,0.016146,1.031498
P256,106.624858,0.014081,1.891553
P256,106.799951,0.010818,0.234524
P256,103.909270,0.015481,0.220850
P256,102.579542,0.013886,0.258541
P256,102.787381,0.015352,0.235651
P256,103.533445,0.017805,0.601139
P256,104.422058,0.013494,1.995815
P256,104.669523,0.015104,0.235184
P256,102.723948,0.014214,0.333026
P256,106.055269,0.016235,1.856023
P256,104.319034,0.013782,0.240806
P256,104.067758,0.016459,1.523164
P256,103.828898,0.017274,1.125303
P256,102.395190,0.015305,0.218498
P256,105.645494,0.016602,1.158246
P256,102.544732,0.015837,0.198543
P256,105.298850,0.025762,0.829490
P256,105.930879,0.014854,0.222167
P256,102.703127,0.014439,0.244143
P256,106.595597,0.015107,0.244861
P256,102.614170,0.018564,0.262668
P256,104.006764,0.014326,0.278314
P256,106.806273,0.014935,0.237174
P256,104.638135,0.015949,1.879482
P256,102.440899,0.015081,0.301891
P256,102.590103,0.014977,0.219641
P256,102.358335,0.014323,0.260625
P256,102.936502,0.016562,0.234462
P256,102.864924,0.016214,0.303947
P256,104.203111,0.014403,0.285361
P256,102.649448,0.015462,0.276566
P256,105.345655,0.016334,0.234635
P256,103.596939,0.011982,1.097664
P256,103.827804,0.017310,1.044248
P256,105.617662,0.015151,0.986961
P256,106.928175,0.016802,0.267988
P256,106.014560,0.016798,0.944865
P256,102.345961,0.014020,0.257170
P256,102.546095,0.013349,0.248861
P256,103.472806,0.017615,0.948147
P256,102.495609,0.016009,0.235641
P256,104.686563,0.016192,0.267309
P256,103.807973,0.012230,0.914422
P256,104.846167,0.011384,0.245258
P256,105.918487,0.014662,0.245131
P256,102.400977,0.014463,0.223843
P256,102.683626,0.014038,0.222142
P256,106.500368,0.012200,1.217267
P256,102.658537,0.014412,0.219751
P256,102.810862,0.016195,0.221404
P256,104.857642,0.013935,0.290880
P256,104.322334,0.014502,0.241137
P256,102.487182,0.014440,0.260452
P256,103.731798,0.017341,0.955239
P256,104.451963,0.015403,0.265835
P256,105.882031,0.014233,1.100843
P256,105.311266,0.012207,0.236439
P256,102.433034,0.014117,0.263965
P256,102.543562,0.013053,0.241843
P256,106.447788,0.016801,0.309731
P256,102.792177,0.013766,0.298612
P256,103.839632,0.013901,0.218436
P256,104.569443,0.015404,0.236627
P256,102.404412,0.013604,0.271891
P256,105.512269,0.018266,0.776609
P256,102.449167,0.015413,0.271351
P256,104.576634,0.018352,1.790587
P256,105.249446,0.016418,0.789881
P256,102.618163,0.014652,0.240025
P256,105.268016,0.016417,2.403428
P256,103.682210,0.013920,0.887224
P256,104.639245,0.015439,0.235236
P256,102.507570,0.019685,0.245910
P256,103.705676,0.014483,0.237116
P256,102.780668,0.018204,0.230168
P256,104.384192,0.013422,0.259509
P256,106.770899,0.014999,0.240693
P256,102.792139,0.011354,0.218354
P256,102.868306,0.016149,0.234392
P256,103.883918,0.016431,1.137201
P256,105.033415,0.010383,0.233416
P256,102.403649,0.013456,0.269888
P256,105.803582,0.014491,0.231547
P256,103.011496,0.016250,0.565244
P256,105.911612,0.014677,0.220129
P256,102.752642,0.016102,0.287241
P256,104.420956,0.018376,0.244766
P256,105.024765,0.016782,0.233708
P256,102.647112,0.015318,0.250973
P256,102.461336,0.014954,0.242893
P256,102.536485,0.015380,0.291818
P256,103.042300,0.018543,0.627168
P256,106.186612,0.014166,1.112597
P256,102.514432,0.014646,0.272457
P256,102.428615,0.013837,0.271142
P256,104.542322,0.015455,0.301644
P256,105.761599,0.017393,1.136359
P256,106.371817,0.011370,0.254573
P256,103.537316,0.013847,0.252494
P256,106.259156,0.015351,0.220529
P256,105.170352,0.013982,1.136492
P256,102.699779,0.013733,0.289978
P256,102.447097,0.014934,0.227295
P256,104.758401,0.012960,1.220490
P256,104.400623,0.013005,1.774041
P256,105.027552,0.014693,0.820338
P256,105.390063,0.016661,1.280722
P256,102.425032,0.014566,0.230534
P256,103.798473,0.017816,1.168320
P256,103.888557,0.014613,0.218682
P256,104.677891,0.016287,0.233534
P256,102.423767,0.014595,0.216124
P256,105.749305,0.017754,0.236690
P256,105.486083,0.014332,0.225465
P256,102.499674,0.013593,0.247287
P256,104.797384,0.014060,0.241641
P256,104.343860,0.014293,0.235542
P256,104.971282,0.016658,0.265211
P256,106.620714,0.014547,0.236773
P256,103.829126,0.016437,1.304168
P256,106.349663,0.017447,1.305567
P256,102.822462,0.016214,0.241140
P256,104.842347,0.016262,0.237266
P256,105.158456,0.014948,1.083342
P256,104.003036,0.016809,1.076202
P256,106.312634,0.013404,0.269504
P256,103.782732,0.014380,0.267493
P256,104.514284,0.013909,0.264126
P256,102.803479,0.035028,0.272984
P256,104.227558,0.014203,0.235826
P256,103.674635,0.011017,1.092358
P256,104.411729,0.014920,0.275569
P256,104.151424,0.017530,1.517566
P256,105.003017,0.015263,0.237773
P256,103.505512,0.012522,0.819537
P256,102.740182,0.016657,0.212380
P256,105.837971,0.013988,0.234897
P256,103.970478,0.014066,1.299963
P256,105.419248,0.015446,0.225880
P256,106.477538,0.014657,1.215387
P256,104.210014,0.015506,0.229414
P256,102.731813,0.018248,0.251343
P256,102.436027,0.014870,0.389279
P256,102.730556,0.016250,0.242797
P256,102.333076,0.014785,0.223303
P256,102.525527,0.013599,0.216816
P256,104.222939,0.014413,0.232348
P256,102.608325,0.014694,0.247432
P256,106.982762,0.015430,0.283733
P256,104.422029,0.010153,0.248555
P256,105.523785,0.016294,0.260765
P256,102.656967,0.014441,0.221295
P256,104.828180,0.016424,0.258373
P256,106.293609,0.015261,0.237936
P256,104.903951,0.015121,0.247692
P256,102.398924,0.014581,0.237499
P256,105.520246,0.013845,0.218216
P256,103.443139,0.011272,0.932560
P256,105.771587,0.016062,0.911466
P256,102.293108,0.013343,0.244053
P256,103.472072,0.014261,0.248199
P256,105.459523,0.015706,0.234926
P256,104.404369,0.015482,0.233382
P256,104.116971,0.014419,0.256820
P256,107.046152,0.016207,2.438053
P256,102.255565,0.014450,0.205568
P256,103.738241,0.014378,0.267868
P256,104.172324,0.012741,1.594957
P256,104.812266,0.011086,0.249794
P256,104.782932,0.016753,0.231224
P256,102.635583,0.018525,0.229364
P256,105.680619,0.014326,0.236006
P256,104.156293,0.014275,0.266881
P256,103.814867,0.017147,1.677637
P256,103.683875,0.016771,0.222296
P256,102.523946,0.014104,0.211215
P256,104.122707,0.014584,0.226994
P256,103.988821,0.013950,0.214631
P256,103.951728,0.014229,0.220194
P256,102.861230,0.014721,0.305574
P256,106.209221,0.018841,1.805220
P256,104.156280,0.016710,0.236955
P256,104.870786,0.018139,0.203415
P256,106.082066,0.015305,0.240035
P256,104.095079,0.014732,0.265492
P256,105.215308,0.020899,2.150966
P256,105.782903,0.014074,0.253511
P256,102.718030,0.014802,0.279052
P256,104.599069,0.014295,0.238077
P256,103.829863,0.018713,1.197367
P256,104.794357,0.017781,0.258128
P256,102.330793,0.013657,0.263390
P256,104.224188,0.014988,0.275373
P256,105.028407,0.012636,0.911794
P256,104.141873,0.012815,1.307788
P256,104.682077,0.016189,0.232781
P256,102.531865,0.015111,0.287244
P256,104.391809,0.014929,1.955512
P256,103.838143,0.019784,0.957600
P256,103.024649,0.007747,0.202951
P256,104.539850,0.015328,0.274049
P256,102.859499,0.014249,0.442379
P256,102.494034,0.013858,0.265649
P256,104.530328,0.012527,0.890305
P256,102.779335,0.014435,0.260837
P256,104.138628,0.014158,0.286595
P256,105.547201,0.012015,0.258523
P256,102.409294,0.013062,0.249315
P256,104.614232,0.015933,2.114741
P256,103.562258,0.013269,0.218885
P256,104.317865,0.013816,0.220946
P256,106.607419,0.014401,0.216550
P256,102.464245,0.015976,0.250920
P256,102.349505,0.013424,0.268579
P256,106.001358,0.015670,0.232304
P256,102.507885,0.016045,0.219979
P256,104.858083,0.014892,0.229535
P256,102.484580,0.014406,0.277950
P256,102.698369,0.013129,0.280338
P256,102.560723,0.014458,0.265629
P256,103.983085,0.017460,1.135316
P256,103.959141,0.013036,0.241845
P256,106.419243,0.014784,1.855906
P256,104.207259,0.014269,0.273309
P256,102.566351,0.015726,0.222538
P256,103.573367,0.014558,0.219910
P256,102.765039,0.016309,0.237217
P256,106.492419,0.013845,0.235213
P256,104.172283,0.015303,0.220988
P256,104.105525,0.014053,0.263924
P256,105.291586,0.014871,1.655555
P256,103.937421,0.014098,0.230215
P256,105.656387,0.015147,0.220792
P256,102.335461,0.014394,0.272134
P256,104.393941,0.016268,2.059380
P256,103.579409,0.013696,0.241085
P256,104.598425,0.015278,0.235518
P256,102.468533,0.013087,0.220038
P256,102.259373,0.021085,0.227691
P256,104.189757,0.015234,0.234128
P256,102.684547,0.014274,0.258643
P256,105.488031,0.016736,1.182072
P256,105.983650,0.018229,0.966212
P256,103.730083,0.015719,1.872078
P256,103.229516,0.007914,0.222899
P256,102.506762,0.012850,0.286483
P256,102.292876,0.013312,0.276961
P256,104.819425,0.016346,2.113051
P256,102.364837,0.015149,0.241484
P256,103.739768,0.017451,0.969153
P256,102.622620,0.014436,0.198721
P256,105.813326,0.013399,0.232869
P256,103.633326,0.017331,1.052262
P256,103.035406,0.015135,0.235196
P256,107.101694,0.015433,0.264848
P256,106.022223,0.017445,1.644808
P256,102.437624,0.013366,0.286029
P256,104.699278,0.015204,0.257757
P256,106.261244,0.015513,0.250792
P256,103.251692,0.015617,0.980632
P256,105.551147,0.016302,1.196939
P256,102.440073,0.014257,0.249436
P256,104.755247,0.016392,0.235814
P256,106.432493,0.014622,0.241669
P256,102.575443,0.016286,0.267376
P256,103.786959,0.018831,0.916819
P256,102.542983,0.016556,0.254089
P256,102.177237,0.013466,0.202107
P256,102.334116,0.014301,0.257799
P256,105.074494,0.013519,0.278005
P256,103.629345,0.016744,1.313879
P256,105.355440,0.017174,1.126749
P256,105.661753,0.018086,1.289509
P256,103.439465,0.017143,0.872439
P256,104.773821,0.017431,1.977048
P256,102.259555,0.013981,0.227064
P256,103.154805,0.014936,0.241244
P256,103.865424,0.017423,0.993121
P256,102.573978,0.015132,0.259442
P256,102.654233,0.015546,0.278755
P256,102.769710,0.014989,0.241555
P256,106.822420,0.016419,1.934661
P256,103.049879,0.017030,0.317226
P256,102.388369,0.014266,0.273397
P256,104.691065,0.014976,0.235314
P256,102.404988,0.014517,0.252419
P256,102.432305,0.013955,0.267912
P256,102.340533,0.015164,0.223907
P256,102.411984,0.014090,0.228979
P256,103.961185,0.013710,0.266173
P256,102.222835,0.013537,0.247279
P256,103.094202,0.015437,0.220473
P256,103.510506,0.013562,1.129565
P256,104.817693,0.013773,1.925211
P256,104.628454,0.014227,0.256421
P256,106.276936,0.015630,0.283635
P256,104.225983,0.015292,0.270196
P256,104.333145,0.015246,0.234769
P256,102.456646,0.019164,0.223955
P256,102.657659,0.020586,0.258694
P256,102.768873,0.017001,0.298246
P256,104.250855,0.013894,0.249268
P256,103.828620,0.013420,0.245912
P256,104.516068,0.015335,0.257675
P256,104.219356,0.017013,0.238375
P256,104.193938,0.016161,0.268822
P256,105.959411,0.016206,1.160985
P256,104.095734,0.018759,1.269035
P256,106.625179,0.012911,1.858504
P256,102.398599,0.013325,0.286714
P256,104.068311,0.017698,1.247621
P256,103.933168,0.011257,1.156893
P256,104.660343,0.010771,0.238926
P256,105.779892,0.015133,0.219053
P256,103.988205,0.012456,0.251083
P256,102.382698,0.014076,0.238646
P256,104.492261,0.017731,0.232107
P256,102.244501,0.014596,0.201153
P256,105.483393,0.015605,0.255062
P256,102.467961,0.014206,0.248115
P256,102.561948,0.014317,0.240372
P256,102.576415,0.014383,0.288761
P256,104.457115,0.014222,0.238028
P256,104.597332,0.013859,0.240824
P256,104.044141,0.013723,0.208483
P256,102.427548,0.014648,0.256339
P256,105.056179,0.016700,0.570428
P256,104.265940,0.014579,0.271106
P256,104.739874,0.015781,0.280511
P256,102.580528,0.014213,0.246933
P256,102.769602,0.014112,0.261204
P256,103.662081,0.013393,0.887246
P256,104.693402,0.016256,0.234354
P256,104.497825,0.015258,1.989503
P256,104.263579,0.012207,1.364020
P256,103.603954,0.010990,1.293406
P256,102.541694,0.014324,0.268657
P256,104.064439,0.012950,0.250477
P256,102.245552,0.013517,0.221144
P256,102.919370,0.016224,0.248365
P256,106.246908,0.014992,0.238495
P256,105.893208,0.013055,1.181311
P256,102.318502,0.013944,0.253878
P256,102.524784,0.014477,0.290841
P256,105.825495,0.016454,1.216459
P256,103.976987,0.014107,0.219039
P256,104.307838,0.013351,0.258221
P256,102.503415,0.014103,0.247489
P256,103.804652,0.017186,1.198995
P256,104.049083,0.017148,0.256505
P256,103.973715,0.013950,1.187658
P256,102.715077,0.014356,0.227319
P256,106.443096,0.015457,0.213423
P256,103.890081,0.015696,1.102972
P256,104.281115,0.015462,0.215131
P256,103.911839,0.014230,1.646577
P256,102.694342,0.014859,0.217775
P256,105.587001,0.017683,1.085784
P256,103.466431,0.015507,0.796647
P256,106.569144,0.016175,0.238424
P256,105.565552,0.013707,0.238271
P256,102.732345,0.014251,0.231875
P256,104.217254,0.015253,0.220990
P256,103.904300,0.013844,0.261362
P256,102.599884,0.014571,0.278073
P256,102.587374,0.016274,0.271996
P256,104.428605,0.014527,0.236262
P256,105.820124,0.015313,0.241349
P256,105.694291,0.016552,0.617873
P256,102.351915,0.014361,0.239379
P256,104.653564,0.015219,0.245016
P256,102.431145,0.013855,0.242509
P256,104.648910,0.016192,0.238009
P256,102.885197,0.016298,0.292774
P256,105.874699,0.016052,0.845604
P256,102.891508,0.014756,0.235251
P256,106.583740,0.017039,0.286848
P256,104.462178,0.017581,1.822831
P256,104.217164,0.014661,0.281348
P256,106.473264,0.017303,1.947241
P256,102.807712,0.015169,0.310742
P256,107.278374,0.016775,0.236544
P256,103.953058,0.014218,0.290518
P256,103.011396,0.012027,0.230359
P256,105.544010,0.013875,0.221785
P256,102.905312,0.014698,0.260703
P256,101.988808,0.007654,0.261277
P256,104.356332,0.014977,0.259177
P256,102.431865,0.015230,0.242591
P256,102.720755,0.017437,0.475220
P256,103.348606,0.007791,0.242891
P256,104.517567,0.014138,0.218444
P256,106.008215,0.015641,0.263646
P256,103.070829,0.020518,0.261284
P256,104.515239,0.020043,0.278213
P256,104.232619,0.014426,0.222422
P256,103.314341,0.016043,0.868500
P256,106.285802,0.015106,0.237286
P256,104.538509,0.015707,0.258374
P256,102.488830,0.015880,0.255341
P256,106.552030,0.015968,0.236790
P256,104.691143,0.014173,0.235906
P256,104.334074,0.015833,0.219882
P256,102.421737,0.013880,0.317845
P256,104.151267,0.016245,0.239683
P256,105.830069,0.014454,0.236263
P256,104.940902,0.016807,0.254540
