algo,timingFullProtocol,timingProcessServerHello,timingWriteClientHello
P256,12.510478,0.009469,0.085729
P256,12.059162,0.015015,0.130526
P256,10.896326,0.005790,0.081312
P256,11.161830,0.008009,0.073037
P256,12.482611,0.013548,0.411154
P256,13.131070,0.011192,0.090497
P256,11.445407,0.005670,0.084207
P256,13.261339,0.007719,0.168926
P256,12.034870,0.014875,0.083096
P256,13.720055,0.013151,0.461038
P256,10.952926,0.005640,0.073521
P256,11.481882,0.005585,0.534936
P256,11.945636,0.006392,0.107310
P256,11.701976,0.006776,0.340612
P256,13.903588,0.013504,0.106443
P256,10.844510,0.005638,0.073895
P256,12.025676,0.015742,0.147142
P256,13.194694,0.011836,0.079827
P256,11.544401,0.006188,0.627732
P256,13.200205,0.012156,0.090421
P256,10.923230,0.005748,0.094607
P256,13.992037,0.014612,0.130830
P256,11.537833,0.011084,0.331008
P256,11.292697,0.020692,0.092891
P256,13.562736,0.014340,0.119087
P256,14.090888,0.014831,0.121117
P256,13.444491,0.013764,0.537836
P256,11.886788,0.013163,0.393327
P256,10.886298,0.005286,0.091718
P256,14.030612,0.008948,0.122771
P256,12.426304,0.011900,0.776877
P256,12.252908,0.023119,0.134688
P256,11.461125,0.006200,0.407963
P256,11.043277,0.006416,0.083708
P256,13.168908,0.010861,0.082238
P256,12.231707,0.012451,0.744805
P256,13.296831,0.007420,0.100669
P256,12.701551,0.014506,0.594666
P256,10.975368,0.005987,0.107486
P256,11.897035,0.005491,0.079788
P256,14.857845,0.010935,0.124217
P256,12.764995,0.005786,0.095191
P256,12.984932,0.011481,0.092644
P256,12.595848,0.008499,0.094489
P256,10.960762,0.005402,0.102738
P256,12.211953,0.009631,0.093698
P256,11.417850,0.005759,0.072051
P256,13.347045,0.017841,0.520295
P256,13.589813,0.007549,0.076902
P256,11.071561,0.005828,0.197480
P256,11.541421,0.011946,0.078507
P256,11.799245,0.006111,0.074739
P256,11.959751,0.006401,0.501806
P256,10.902924,0.006409,0.096599
P256,11.394445,0.006371,0.097977
P256,11.665790,0.005596,0.117678
P256,10.893305,0.005613,0.080074
P256,11.559450,0.007093,0.088863
P256,12.255060,0.007724,0.100518
P256,12.170472,0.007141,0.089605
P256,12.468295,0.007528,0.089532
P256,10.929087,0.005770,0.083878
P256,11.333716,0.006691,0.079222
P256,11.846432,0.015888,0.128860
P256,10.995237,0.005536,0.093456
P256,12.175374,0.008671,0.552654
P256,12.723264,0.007063,0.083351
P256,13.496003,0.014418,0.083026
P256,13.234075,0.008189,0.119763
P256,12.048103,0.011952,0.517089
P256,11.321818,0.005637,0.428420
P256,11.046232,0.005399,0.076805
P256,13.368708,0.012242,0.084342
P256,12.192025,0.005885,0.350513
P256,10.970626,0.006294,0.095096
P256,11.910398,0.013340,0.122799
P256,12.980665,0.010353,0.079941
P256,11.959171,0.013813,0.156036
P256,12.497605,0.007143,0.106042
P256,14.175079,0.010066,0.127906
